Id,Start time,Completion time,Email,Name,Gender / ?????,Age Range / ??????? ???????,What is your highest level of education? / ???? ???? ????? ?????? ?????,What’s your field of study? / ???? ??????,Do you have previous work experience? / ?? ???? ???? ??? ??????,"If yes, then in which main sector? / ??? ??? ?????? ???? ?? ?? ???? ??????
",In which specific sector? / ?? ?? ???? ?????????,How satisfied are you with your current job? / ????? ???? ?? ?????? ????????,Does your job match your skills and qualifications? / ?? ?????? ?????? ?? ??????? ? ????????,How many hours do you work per day? / ??? ????? ????? ???????,Night or day shift? / ????? ??? ?????? ?? ???????,Are your working hours suitable for your lifestyle? / ?? ????? ???? ?????? ?? ??? ??????,Does your company provide training or development opportunities? / ?? ???? ??? ???? ??? ????? ?? ??????,Do you see opportunities for promotion in your job? / ?? ??? ????? ??????? ?? ???????,Do you feel your job is stable long-term? / ?? ???? ?????????? ?? ???? ??? ????? ???????,What 3 factors influence your choice of job the most? / ???? ???? ????? ????? ???? ??? ??????? ??????? ???? ?? ???????? ???? ?????,Which would you choose? / ?? ?? ???????? ?????? ?? ??????,What would make you refuse a job even if the salary is acceptable? / ?? ?? ??? ???????? ?? ????? ???? ????? ??? ?? ???? ??????,Would you consider working in a manufacturing or industrial job? / ?? ???? ?? ????? ?? ???? ????????,What are your concerns about working in industrial/manufacturing jobs? / ?? ?? ?????? ???? ????? ?? ??????? ????????/??????????,Has Saudization improved job opportunities in your sector? / ?? ????? ??????? ??? ????? ??? ????? ?? ??????
104,3/30/2026 14:49,3/30/2026 14:58,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Other service activities / ?????? ??????? ??????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Negative social perception / ???? ??????? ?????;,???? ???????? ,Social image / ?????? ??????????;,Yes
105,3/30/2026 14:54,3/30/2026 14:59,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Other service activities / ?????? ??????? ??????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Career growth / ????? ???????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Limited career growth / ??? ????? ?????;Lack of job security / ??? ???? ???? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;,Yes,Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Long hours / ????? ??? ?????;,Yes
106,3/30/2026 14:56,3/30/2026 14:59,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Government / ?????,Human health and social work activities / ?????? ????? ??????? ??????? ??????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Location or transportation issues / ????? ?????????? ?? ???? ?????,No,Not aligned with my education / ?? ?????? ?? ???? ??????,No
107,3/30/2026 14:54,3/30/2026 14:59,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Salary / ??????;Job stability / ????????? ???????;Transportation / ?????????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Negative social perception / ???? ??????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????,?? ??? ??? ????,Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
108,3/30/2026 14:58,3/30/2026 15:01,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,?? ,Not aligned with my education / ?? ?????? ?? ???? ??????;Physically demanding / ????? ????? ????,Yes
109,3/30/2026 14:57,3/30/2026 15:01,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Day / ??????,No,Yes,Yes,No,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
110,3/30/2026 14:59,3/30/2026 15:04,anonymous,,Female / ????,45-55 ,?????? ????,?????,Yes,Private / ???,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Night / ??????,No,No,No,No,Working hours / ??? ????? ?????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Mixed-gender work environment / ???? ??? ??????,??,Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
111,3/30/2026 15:01,3/30/2026 15:05,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Business Administration / ????? ?????,No,Private / ???,Other service activities / ?????? ??????? ??????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,No,No,No,No,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,No,Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
112,3/30/2026 15:04,3/30/2026 15:07,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,?????? ?????? ?????? ?????? ?????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ???? ????? ?????? ?????,Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
113,3/30/2026 14:59,3/30/2026 15:07,anonymous,,Male / ???,55 and above,High school diploma or less / ????? ????? ?? ???,??????,Yes,Government / ?????,????? ?????? ???????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Salary / ??????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
114,3/30/2026 15:00,3/30/2026 15:15,anonymous,,Female / ????,55 and above,PhD / ???????,Health-Medical / ?????-????,Yes,Government / ?????,Human health and social work activities / ?????? ????? ??????? ??????? ??????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,I have no experience / ?? ????? ????,Day / ??????,Yes,Yes,Yes,Yes,????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Location or transportation issues / ????? ?????????? ?? ???? ?????,???? ??? ????? ??????,??????? ???,Yes
115,3/30/2026 15:14,3/30/2026 15:19,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,Other service activities / ?????? ??????? ??????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,No,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,???,Low salary perception / ???? ??? ?????? ?????,No
116,3/30/2026 15:17,3/30/2026 15:20,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Private / ???,Information and communication / ?????????? ??????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????,????,Physically demanding / ????? ????? ????,Yes
117,3/30/2026 15:15,3/30/2026 15:23,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????,?? ,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
118,3/30/2026 15:21,3/30/2026 15:23,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,????? ,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Physically demanding / ????? ????? ????,Yes
119,3/30/2026 14:44,3/30/2026 15:24,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Government / ?????,?????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,None / ?? ????,No,No,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Lack of job security / ??? ???? ???? ?????,?? ??? ?? ?????,Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
120,3/30/2026 15:22,3/30/2026 15:26,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Manufacturing / ???????,Strongly dissatisfied / ??? ???? ????,Doesn’t match / ?? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Mixed-gender work environment / ???? ??? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Yes,Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
121,3/30/2026 15:22,3/30/2026 15:27,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Job stability / ????????? ???????;Career growth / ????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????,??? / ?? ??? ????? + ???? ???? ,Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
122,3/30/2026 15:24,3/30/2026 15:29,anonymous,,Male / ???,55 and above,Diploma / ?????,??????,Yes,Government / ?????,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,No,No,No,No,Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
123,3/30/2026 13:35,3/30/2026 15:29,anonymous,,Female / ????,25-34,Master’s degree / ???????,Engineering / ???????,Yes,Private / ???,Engineering ,Slightly dissatisfied / ??? ???? ??????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????;Social perception of the job / ???? ??????? ?? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,No,Long hours / ????? ??? ?????;Lack of career growth / ??? ???? ??? ?????;Low salary perception / ???? ??? ?????? ?????,No
124,3/30/2026 15:27,3/30/2026 15:30,anonymous,,Female / ????,18-25,Bachelor’s degree / ?????????,Engineering / ???????,No,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,None / ?? ????,None / ?? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,I have no experience / ?? ????? ????,Salary / ??????;Working hours / ??? ????? ?????;Work environment / ???? ?????;Career growth / ????? ???????;Transportation / ?????????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,I have no experience / ?? ????? ????
125,3/30/2026 15:24,3/30/2026 15:33,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Government / ?????,????? ??????? ,Slightly dissatisfied / ??? ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,No,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ?????,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
126,3/30/2026 15:27,3/30/2026 15:34,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly dissatisfied / ??? ???? ????,Doesn’t match / ?? ??????,8-10 hours / ?-?? ?????,Night / ??????,No,No,No,No,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,???,???? ???? ?? ?????? ??????? ???? ????? ????? ,Yes
127,3/30/2026 15:29,3/30/2026 15:36,anonymous,,Male / ???,55 and above,High school diploma or less / ????? ????? ?? ???,Vocational-Technical / ????-????,Yes,Private / ???,I have no experience / ?? ????? ????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Low salary perception / ???? ??? ?????? ?????,Yes
128,3/30/2026 15:30,3/30/2026 15:36,anonymous,,Male / ???,45-55 ,Diploma / ?????,Education / ???????,No,Government / ?????,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????,?? ,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Low salary perception / ???? ??? ?????? ?????,No
129,3/30/2026 15:32,3/30/2026 15:36,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,???????? ??????,Slightly dissatisfied / ??? ???? ??????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,No,No,No,Working hours / ??? ????? ?????;Salary / ??????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,???,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????,Yes
